full_address,street,house_number,floors,year_built,wall_material,entrance_count,coordinates,data_source,confidence_level
"Уральская, 27",Уральская,27,2.0,1960.0,Шлакоблок,,,base,medium
"Уральская, 28",Уральская,28,2.0,1968.0,Шлакоблок,,,base,medium
"Уральская, 29",Уральская,29,2.0,1961.0,Шлакоблок,,,base,medium
"Уральская, 3",Уральская,3,2.0,1954.0,Шлакоблок,,,base,medium
"Уральская, 31",Уральская,31,2.0,1971.0,Шлакоблок,,,base,medium
"Уральская, 4",Уральская,4,2.0,1954.0,Шлакоблок,,,base,medium
"Уральская, 5",Уральская,5,2.0,1990.0,Кирпич,,,base,medium
"Уральская, 6",Уральская,6,2.0,1956.0,Шлакоблок,,,base,medium
"Урожайная, 11",Урожайная,11,2.0,1938.0,Кирпич,,,base,medium
"Урожайная, 13",Урожайная,13,2.0,1940.0,Кирпич,,,base,medium
"Урожайная, 17",Урожайная,17,2.0,1938.0,Кирпич,,,base,medium
"Урожайная, 19",Урожайная,19,2.0,1938.0,Кирпич,,,base,medium
"Ухабова, 19",Ухабова,19,4.0,1995.0,Кирпич,,,base,medium
"Ухабова, 19а",Ухабова,19а,3.0,1995.0,Кирпич,,,base,medium
"Ухабова, 2",Ухабова,2,4.0,1989.0,Кирпич,,,base,medium
"Ухабова, 3",Ухабова,3,3.0,1993.0,Панель,,,base,medium
"Ухабова, 4",Ухабова,4,3.0,1989.0,Кирпич,,,base,medium
"Ухабова, 5",Ухабова,5,3.0,1993.0,Панель,,,base,medium
"Ухабова, 6",Ухабова,6,4.0,1995.0,Кирпич,,,base,medium
"Хименко, 1",Хименко,1,9.0,1985.0,Панель,,,base,medium
"Хименко, 10",Хименко,10,5.0,1984.0,Панель,,,base,medium
"Хименко, 10 а",Хименко,10 а,5.0,,Кирпич,,,base,low
"Хименко, 11",Хименко,11,,,,,,base,low
"Хименко, 12",Хименко,12,5.0,1986.0,Панель,,,base,medium
"Хименко, 13",Хименко,13,,,,,,base,low
"Хименко, 14",Хименко,14,5.0,1987.0,Панель,,,base,medium
"Хименко, 2",Хименко,2,9.0,1986.0,Панель,,,base,medium
"Хименко, 20",Хименко,20,5.0,1997.0,Панель,,,base,medium
"Хименко, 3",Хименко,3,5.0,1980.0,Панель,,,base,medium
"Хименко, 4",Хименко,4,,,,,,base,low
"Хименко, 5",Хименко,5,5.0,1982.0,Панель,,,base,medium
"Хименко, 6",Хименко,6,5.0,1987.0,Панель,,,base,medium
"Хименко, 7",Хименко,7,5.0,1987.0,Панель,,,base,medium
"Хименко, 8",Хименко,8,5.0,1984.0,Панель,,,base,medium
"Хименко, 9",Хименко,9,9.0,1988.0,Панель,,,base,medium
"Хименко, 2015-02-14 00:00:00","Хименко, 2015-02-14 00:00:",00,5.0,,Панель,,,base,low
"Хименко, 2015-03-14 00:00:00","Хименко, 2015-03-14 00:00:",00,5.0,,Панель,,,base,low
"Ч.уалиханова, 1",Ч.уалиханова,1,,,,,,base,low
"Чайковского, 13",Чайковского,13,5.0,1958.0,Панель,,,base,medium
"Чайковского, 13 а",Чайковского,13 а,5.0,,Кирпич,,,base,medium
"Чайковского, 15",Чайковского,15,5.0,1972.0,Панель,,,base,medium
"Чайковского, 17",Чайковского,17,5.0,1972.0,Панель,,,base,medium
"Чайковского, 18",Чайковского,18,5.0,1964.0,Кирпич,,,base,medium
"Чайковского, 19",Чайковского,19,5.0,1972.0,Панель,,,base,medium
"Чайковского, 20",Чайковского,20,9.0,,Панель,,,base,low
"Чайковского, 21",Чайковского,21,5.0,1973.0,Панель,,,base,medium
"Чайковского, 3",Чайковского,3,5.0,1971.0,Панель,,,base,medium
"Чайковского, 5",Чайковского,5,5.0,1971.0,Панель,,,base,medium
"Чайковского, 7",Чайковского,7,5.0,1972.0,Панель,,,base,medium
"Чайковского, 9",Чайковского,9,5.0,1972.0,Панель,,,base,medium
"Чкалова, 65",Чкалова,65,5.0,1972.0,Панель,,,base,medium
"Шухова, 1",Шухова,1,5.0,1971.0,Панель,,,base,medium
"Шухова, 10",Шухова,10,5.0,1977.0,Панель,,,base,medium
"Шухова, 11",Шухова,11,,,,,,base,low
"Шухова, 12",Шухова,12,5.0,1976.0,Панель,,,base,medium
"Шухова, 13",Шухова,13,,,,,,base,low
"Шухова, 14",Шухова,14,5.0,1976.0,Кирпич,,,base,medium
"Шухова, 15",Шухова,15,,,,,,base,low
"Шухова, 16",Шухова,16,5.0,1976.0,Панель,,,base,medium
"Шухова, 2",Шухова,2,5.0,1975.0,Панель,,,base,medium
"Шухова, 2а",Шухова,2а,5.0,1983.0,Кирпич,,,base,medium
"Шухова, 3",Шухова,3,5.0,1979.0,Панель,,,base,medium
"Шухова, 30",Шухова,30,5.0,1976.0,Кирпич,,,base,medium
"Шухова, 32",Шухова,32,5.0,1976.0,Кирпич,,,base,medium
"Шухова, 32а",Шухова,32а,9.0,1997.0,Панель,,,base,medium
"Шухова, 36",Шухова,36,5.0,1981.0,Панель,,,base,medium
"Шухова, 38",Шухова,38,5.0,1979.0,Кирпич,,,base,medium
"Шухова, 4",Шухова,4,5.0,1975.0,Панель,,,base,medium
"Шухова, 42",Шухова,42,5.0,1984.0,Кирпич,,,base,medium
"Шухова, 5",Шухова,5,,,,,,base,low
"Шухова, 5а",Шухова,5а,5.0,1991.0,Кирпич,,,base,medium
"Шухова, 6",Шухова,6,5.0,1975.0,Панель,,,base,medium
"Шухова, 7",Шухова,7,,,,,,base,low
"Шухова, 8",Шухова,8,5.0,1976.0,Панель,,,base,medium
"Шухова, 9",Шухова,9,,,,,,base,low
"Юбилейная, 1",Юбилейная,1,,,,,,base,low
"Юбилейная, 2",Юбилейная,2,5.0,1980.0,Кирпич,,,base,medium
"Юбилейная, 2а",Юбилейная,2а,5.0,1983.0,Панель,,,base,medium
"Юбилейная, 2б",Юбилейная,2б,5.0,1982.0,Кирпич,,,base,medium
"Юбилейная, 2в",Юбилейная,2в,5.0,1985.0,Кирпич,,,base,medium
"Юбилейная, 3",Юбилейная,3,5.0,1979.0,Панель,,,base,medium
"Юбилейная, 4",Юбилейная,4,5.0,1974.0,Панель,,,base,medium
"Юбилейная, 5а",Юбилейная,5а,3.0,1989.0,Кирпич,,,base,medium
"Я. гашека, 1",Я. гашека,1,2.0,1958.0,Шлакоблок,,,base,medium
"Я. гашека, 10",Я. гашека,10,,,,,,base,low
"Я. гашека, 11",Я. гашека,11,5.0,1969.0,Панель,,,base,medium
"Я. гашека, 11а",Я. гашека,11а,5.0,1970.0,Панель,,,base,medium
"Я. гашека, 13",Я. гашека,13,5.0,1960.0,Панель,,,base,medium
"Я. гашека, 16",Я. гашека,16,5.0,,Кирпич,,,base,low
"Я. гашека, 17",Я. гашека,17,,,,,,base,low
"Я. гашека, 17а",Я. гашека,17а,5.0,1972.0,Панель,,,base,medium
"Я. гашека, 2",Я. гашека,2,,,,,,base,low
"Я. гашека, 2а",Я. гашека,2а,5.0,1971.0,Панель,,,base,medium
"Я. гашека, 2б",Я. гашека,2б,5.0,1974.0,Панель,,,base,medium
"Я. гашека, 3",Я. гашека,3,2.0,1958.0,Шлакоблок,,,base,medium
"Я. гашека, 4",Я. гашека,4,,,,,,base,low
"Я. гашека, 4а",Я. гашека,4а,5.0,1972.0,Панель,,,base,medium
"Я. гашека, 5",Я. гашека,5,,,,,,base,low
"Я. гашека, 6",Я. гашека,6,,,,,,base,low
"Я. гашека, 7",Я. гашека,7,,,,,,base,low
"Я. гашека, 8",Я. гашека,8,,,,,,base,low
"Я. гашека, 9",Я. гашека,9,5.0,1968.0,Панель,,,base,medium
"Явл.шоссе, 16",Явл.шоссе,16,2.0,1967.0,Кирпич,,,base,medium
"Явл.шоссе, 20",Явл.шоссе,20,2.0,1967.0,Кирпич,,,base,medium
"Явл.шоссе, 22",Явл.шоссе,22,2.0,1967.0,Кирпич,,,base,medium
"Явл.шоссе, 24",Явл.шоссе,24,2.0,1967.0,Кирпич,,,base,medium
"Явл.шоссе, 26",Явл.шоссе,26,2.0,1967.0,Кирпич,,,base,medium
